Weight,Height
71.47344977965435,183.70957607490092
80.41572668254707,179.37014589194212
72.13069510674794,183.52834883595406
70.15724094886862,184.79983743967568
69.28817244605997,184.5947680873548
81.47035815241553,183.47700971314163
79.38045721900393,178.2491259448234
80.93203487316367,177.80831614597048
79.09918120158784,179.19818399907348
84.06642031733858,182.6816610687158
79.45376971708808,177.49086657300697
80.07855334556255,178.5980601059844
83.35654637550154,180.90171191014417
80.24279361057766,178.82294269223635
81.81288685414998,182.66779542097987
83.55286253849671,182.39631929885246
71.2961603811554,185.02597905278782
80.4216589577772,176.58878004444549
70.58258319478726,185.03741131361176
83.02963077010897,183.7180919445091
83.41220307199936,185.42092802578398
81.32011815585302,181.33139827128034
79.8898778652423,179.63471349241564
71.75638279693416,184.19622218509508
80.26534057806602,177.86942778703715
71.3689265707605,185.07154792000378
80.0449213777753,178.41224060442792
85.83172643754828,182.11261297324685
80.37043729832375,178.35650702579397
79.26960524241497,177.67410131713774
71.85038482433609,184.3768265017721
81.66089378453168,181.967534588504
83.76100542671824,182.8250528433072
70.20865892052703,184.66141489870813
70.67184369084255,184.22151129614585
71.26602691126682,183.9238599298301
80.29732341296389,177.65591693708984
79.55599939243307,177.61073305284157
69.31643147682993,185.8804539924028
81.03941819050719,179.25213022153397
85.84113694479966,182.08754733466438
79.06150705348841,177.54450073109047
78.69756970703196,177.7502400772854
81.46688938436677,178.1617937998886
71.58963968256872,185.63267234192364
83.74970844226576,182.71774435674382
83.25613909303215,184.19489733107793
80.10167752197162,178.59004848137855
71.59424500068107,184.18763365929553
78.74433641046213,177.48250284574854
70.8361078136981,185.1166063013128
80.77776423924139,177.5408931930496
70.41086825020004,184.01241304246943
83.18665374260426,182.20242182337387
70.26335896775032,185.44142147042356
82.96208738444722,183.3154236280356
79.2667204803581,178.54133688690467
70.11174914422773,186.52886288498885
83.45719903485859,182.5955429937054
70.97793458326962,184.05134358338486
71.27989349518725,183.89413939568178
79.38728752823874,177.44485908314755
79.42705183142941,177.64657770360168
82.24352149234987,183.26550885644403
84.84507019216456,181.13934000765187
80.0756329664963,178.11440260213286
71.60838003063814,185.32132002587878
82.43522012646037,182.4593798568367
80.07861106745757,178.77290086770142
81.30607169976086,175.97750680744136
71.5122997681374,184.55017145782435
80.18763401636316,177.9791318415194
82.25190430821273,181.94852071788586
70.07164336818377,186.96684805714065
72.79331450168854,184.68569239950065
70.94663389450862,185.45850434409422
81.48652827534,178.49063287062634
80.01214416268449,178.16592724157908
79.4538387302202,179.04708659396363
81.92685040781564,182.60023598951955
70.12249000448563,184.85132033368112
72.30612163694794,185.29463616664358
69.84576189522956,183.36457840249597
79.42268726786878,179.10571802979024
85.11183301167368,183.35114043724266
82.37629859353414,181.7385720004666
84.07798494954748,181.76329719973558
82.15347161985828,182.96933745109047
81.18248578675625,176.6467768837869
81.31708313937753,178.83857690521356
80.8089565937795,177.29391965611168
84.753637820551,184.20114928172706
71.04940848382833,184.97537941042822
78.46706375701538,178.48977890770473
82.7404466738777,182.79765866176595
71.1128612178569,184.01812499156284
71.75616041134546,184.78631728538068
84.13277835830361,182.44500904654413
82.26870068708283,183.1772159213295
70.28346189586907,184.53050197143727
84.04500823872219,181.7532057047092
83.15668433551028,185.46398440057226
80.69100710508818,178.0204144862375
69.32944284334945,184.23524027698684
70.79134598566594,185.06558344997853
79.61519065991598,177.25955595728277
84.59146274734213,184.37388199578257
82.4018187444489,177.50375165999245
84.41286378267607,183.31936323900788
82.51384942405168,182.57084990282664
72.89076436812326,186.19196714739354
84.41270405104251,183.2162780926687
80.28187061244647,177.60044031911244
82.28233719472725,183.51556823458873
82.00610882184473,182.2536872674428
83.42128042187367,182.14172398068504
81.46999800378526,178.703205324768
82.33569552614966,183.73384266379946
79.0096820045448,179.25535704748393
69.42693435860154,184.00748834447455
70.22720603728574,184.8019836884793
79.66706969769402,175.84431214360512
83.81803315217527,182.96172036307408
82.35824864248534,183.333078336154
82.66277941307646,181.88654643811765
80.77809047801996,177.60796780236993
80.66911218514498,178.0241531634931
78.33497940702796,176.14173179712927
70.65381263824898,185.00357245494394
79.46863527484665,178.44456924240458
79.92347428426639,175.25486322508874
82.98412366204893,182.04174807125128
70.54828762863252,185.96673072790793
71.71646320539476,183.92184165873758
70.63552631362843,186.45526624382532
68.64465472779277,184.41078858743825
72.13784065349621,186.0581077398291
72.77844699632986,182.66380596296955
79.79490224089149,178.17534375475364
83.8966436876742,182.7669895564506
83.03679019154407,184.63511783430542
81.99690301492987,183.15130808665504
83.0294008023411,183.1855180945499
70.60176544805788,183.6129177398557
81.9306882495804,176.99818250304116
83.3881667812689,181.12266499729702
83.76702940477898,182.4149465824584
72.58749322137831,185.5614491191409
80.59867895072527,177.16677410789856
83.42821954714353,183.74258253944987
71.24496898978624,185.06941637072572
79.61963035939196,177.56392454566384
84.17942688101516,181.0541745181259
82.03823083142287,182.69537779941757
71.39612907616761,185.87609910854232
80.75975907927571,179.12097719140388
83.36647684175573,180.72725350039462
80.57691951282374,177.0499911250692
82.53962862833262,182.75125225720458
72.08586054343742,182.32146657140564
78.0104304976046,177.98355343383602
68.71564494125934,185.15943654303916
80.00280627568867,178.4094061240167
80.18290933659233,177.3065559789404
81.5127632163546,179.37701178912744
70.64713946395149,183.9662133627932
80.93753146938398,177.91703354504781
71.71514127826373,184.4447498814994
83.64664612170479,183.55441911941605
83.68055976956798,183.86276157961427
82.6925784024361,182.56289149769893
